,Date,AMB_TEMP,WIND_DIREC,WIND_SPEED,RAINFALL,RH,PM2.5,PM10
6826,2015101210,24,111,0,0,53,27,0
6827,2015101211,24,100,0,0,53,31,51
6828,2015101212,24,111,0,0,53,27,52
6829,2015101213,25,106,0,0,52,29,62
6830,2015101214,25,101,0,0,53,35,71
6831,2015101215,24,109,0,0,54,45,84
6832,2015101216,24,108,0,0,55,44,84
6833,2015101217,24,116,0,0,57,48,83
6834,2015101218,24,104,0,0,58,48,87
6835,2015101219,23,105,0,0,57,48,89
6836,2015101220,23,109,0,0,56,43,83
6837,2015101221,23,107,0,0,55,39,72
6838,2015101222,23,113,0,0,55,36,69
6839,2015101223,23,106,0,0,56,36,66
6840,2015101300,22,111,0,0,57,31,64
6841,2015101301,22,110,0,0,58,33,60
6842,2015101302,22,104,0,0,59,29,51
6843,2015101303,22,100,0,0,59,33,45
6844,2015101304,22,110,0,0,60,29,41
6845,2015101305,22,110,0,0,60,29,50
6846,2015101306,22,102,3,0,58,25,57
6847,2015101307,23,106,0,0,54,30,61
6848,2015101308,24,106,0,0,53,24,58
6849,2015101309,24,100,0,0,51,27,52
6850,2015101310,25,96,0,0,50,25,54
6851,2015101311,25,90,4,0,49,32,38
6852,2015101312,25,72,0,0,48,0,35
6853,2015101313,25,86,3,0,49,38,59
6854,2015101314,25,76,0,0,50,38,67
6855,2015101315,24,77,0,0,50,36,77
6856,2015101316,24,103,0,0,53,37,64
6857,2015101317,23,104,0,0,57,33,60
6858,2015101318,23,107,0,0,63,30,56
6859,2015101319,23,108,0,0,66,29,57
6860,2015101320,23,107,0,0,68,25,49
6861,2015101321,23,111,0,0,68,18,41
6862,2015101322,23,123,0,0,67,20,37
6863,2015101323,22,128,0,0,68,15,37
6864,2015101400,22,124,0,0,65,15,36
6865,2015101401,22,120,0,0,64,13,38
6866,2015101402,22,106,0,0,63,12,33
6867,2015101403,22,142,0,0,64,16,38
6868,2015101404,22,116,0,0,65,10,33
6869,2015101405,22,74,0,0,65,13,33
6870,2015101406,22,108,0,0,65,2,24
6871,2015101407,23,92,0,0,66,8,31
6872,2015101408,24,80,0,0,59,6,28
6873,2015101409,25,93,0,0,54,11,22
6874,2015101410,25,74,0,0,52,11,16
6875,2015101411,26,78,0,0,53,11,27
6876,2015101412,26,101,0,0,54,12,34
6877,2015101413,26,89,0,0,54,10,39
6878,2015101414,26,106,0,0,56,12,30
6879,2015101415,25,108,0,0,57,13,26
6880,2015101416,24,115,0,0,59,11,26
6881,2015101417,24,110,0,0,59,9,26
6882,2015101418,23,105,0,0,60,10,25
6883,2015101419,23,101,0,0,64,18,19
6884,2015101420,23,95,3,0,65,14,23
6885,2015101421,23,112,0,0,66,11,21
6886,2015101422,23,111,0,0,65,10,27
6887,2015101423,23,111,0,0,64,16,29
6888,2015101500,22,139,0,0,66,13,36
6889,2015101501,22,115,0,0,67,14,31
6890,2015101502,22,128,0,0,67,15,27
6891,2015101503,22,114,0,0,69,16,29
6892,2015101504,22,131,0,0,72,16,36
6893,2015101505,21,139,0,0,72,12,32
6894,2015101506,21,136,0,0,73,7,24
6895,2015101507,23,103,0,0,69,7,19
6896,2015101508,24,108,0,0,65,6,24
6897,2015101509,25,100,0,0,59,8,28
6898,2015101510,26,79,0,0,54,0,0
6899,2015101511,0,65,0,0,0,7,26
6900,2015101512,27,73,3,0,54,6,35
6901,2015101513,27,80,0,0,55,0,38
6902,2015101514,26,70,0,0,56,2,31
6903,2015101515,26,97,0,0,59,2,19
6904,2015101516,25,94,3,0,63,7,27
6905,2015101517,25,98,0,0,64,8,30
6906,2015101518,24,105,2,0,66,16,42
6907,2015101519,24,110,0,0,67,18,39
6908,2015101520,24,105,0,0,70,18,37
6909,2015101521,24,106,3,0,70,19,31
6910,2015101522,24,115,0,0,70,22,26
6911,2015101523,24,107,0,0,70,15,29
6912,2015101600,24,108,0,0,70,10,28
6913,2015101601,24,117,0,0,70,5,39
6914,2015101602,24,112,0,0,72,9,33
6915,2015101603,24,112,0,0,71,5,35
6916,2015101604,24,109,0,0,69,8,30
6917,2015101605,24,108,0,0,69,5,30
6918,2015101606,24,105,0,0,71,5,23
6919,2015101607,25,107,0,0,69,3,21
6920,2015101608,26,104,0,0,65,8,19
6921,2015101609,26,104,0,0,63,8,35
6922,2015101610,26,93,0,0,64,10,47
6923,2015101611,26,108,0,0,64,4,44
6924,2015101612,26,75,0,0,65,9,45
6925,2015101613,26,100,0,0,66,10,28
6926,2015101614,26,88,0,0,67,10,36
6927,2015101615,26,107,0,0,66,5,37
6928,2015101616,25,102,0,0,68,0,37
6929,2015101617,25,102,0,0,70,0,43
6930,2015101618,24,102,0,0,71,0,36
6931,2015101619,24,106,2,0,72,0,39
6932,2015101620,24,103,3,0,72,0,30
6933,2015101621,24,106,0,0,70,0,28
6934,2015101622,24,102,0,0,70,0,27
6935,2015101623,24,110,0,0,70,2,29
6936,2015101700,24,115,0,0,70,2,33
6937,2015101701,23,122,0,0,72,5,32
6938,2015101702,23,124,0,0,71,2,25
6939,2015101703,23,111,0,0,72,2,22
6940,2015101704,24,101,0,0,71,2,31
6941,2015101705,24,106,0,0,70,0,32
6942,2015101706,24,101,0,0,69,6,34
6943,2015101707,25,90,0,0,65,10,34
6944,2015101708,26,108,0,0,62,14,38
6945,2015101709,26,108,0,0,60,20,42
6946,2015101710,26,109,0,0,60,18,38
6947,2015101711,26,106,0,0,64,19,36
6948,2015101712,26,80,0,0,62,15,34
6949,2015101713,26,77,0,0,59,17,39
6950,2015101714,26,77,0,0,60,15,41
6951,2015101715,26,105,0,0,62,17,44
6952,2015101716,25,105,0,0,64,19,35
6953,2015101717,25,109,0,0,65,19,44
6954,2015101718,24,93,0,0,67,21,44
6955,2015101719,24,108,0,0,68,19,53
6956,2015101720,24,106,0,0,69,28,47
6957,2015101721,24,99,0,0,69,26,49
6958,2015101722,24,110,0,0,66,26,50
6959,2015101723,24,105,0,0,66,21,44
6960,2015101800,24,93,0,0,63,23,44
6961,2015101801,24,99,0,0,63,25,38
6962,2015101802,24,103,0,0,63,27,43
6963,2015101803,24,101,0,0,63,22,45
6964,2015101804,24,103,0,0,66,22,46
6965,2015101805,24,108,0,0,67,19,40
6966,2015101806,24,102,0,0,66,17,37
6967,2015101807,24,109,0,0,67,16,41
6968,2015101808,24,113,0,0,66,13,41
6969,2015101809,25,113,4,0,62,14,39
6970,2015101810,25,110,0,0,60,13,43
6971,2015101811,25,104,0,0,65,13,45
6972,2015101812,25,109,0,0,66,12,38
6973,2015101813,24,116,4,0,70,14,31
6974,2015101814,24,120,0,0,72,16,26
6975,2015101815,24,114,0,0,74,15,28
6976,2015101816,24,110,0,0,75,12,19
6977,2015101817,24,117,0,0,75,11,17
6978,2015101818,24,118,0,0,78,11,18
6979,2015101819,24,118,0,0,78,0,14
6980,2015101820,25,113,0,0,77,16,21
6981,2015101821,25,111,0,0,76,19,22
6982,2015101822,25,109,0,0,76,17,38
6983,2015101823,24,115,0,0,79,20,36
6984,2015101900,24,108,0,0,81,15,35
6985,2015101901,24,108,0,0,80,18,28
6986,2015101902,24,109,0,0,80,18,28
6987,2015101903,24,112,0,0,80,0,24
6988,2015101904,24,111,0,0,77,19,20
6989,2015101905,24,114,4,0,75,0,20
6990,2015101906,25,111,0,0,73,18,31
6991,2015101907,25,106,0,0,73,17,41
6992,2015101908,25,113,0,0,73,15,38
6993,2015101909,26,107,0,0,74,15,35
6994,2015101910,26,106,0,0,74,15,31
6995,2015101911,26,117,4,0,74,15,42
6996,2015101912,26,110,0,0,74,13,33
6997,2015101913,26,110,0,0,74,16,33
6998,2015101914,26,106,0,0,72,14,21
6999,2015101915,26,109,4,0,72,12,37
7000,2015101916,26,103,0,0,73,16,36
7001,2015101917,26,107,4,0,74,16,38
7002,2015101918,26,108,0,0,76,17,32
7003,2015101919,26,104,0,0,73,12,29
7004,2015101920,26,106,5,0,72,12,37
7005,2015101921,26,110,0,0,71,13,33
7006,2015101922,26,110,0,0,70,11,28
7007,2015101923,26,107,0,0,70,8,26
7008,2015102000,26,109,0,0,70,8,30
7009,2015102001,26,103,0,0,70,7,45
7010,2015102002,26,110,0,0,70,11,34
7011,2015102003,26,106,0,0,72,9,28
7012,2015102004,26,104,0,0,71,13,22
7013,2015102005,26,107,0,0,70,8,26
7014,2015102006,26,115,0,0,69,8,28
7015,2015102007,26,109,0,0,66,3,29
7016,2015102008,27,106,0,0,67,3,33
7017,2015102009,27,116,0,0,65,2,31
7018,2015102010,27,109,0,0,63,1,32
7019,2015102011,28,115,0,0,63,8,28
7020,2015102012,28,110,0,0,63,14,36
7021,2015102013,27,115,5,0,66,19,32
7022,2015102014,26,112,0,0,70,17,31
7023,2015102015,27,110,0,0,68,13,22
7024,2015102016,27,111,0,0,66,10,27
7025,2015102017,26,105,4,0,66,13,29
7026,2015102018,26,106,0,0,68,15,35
7027,2015102019,26,108,0,0,67,20,34
7028,2015102020,26,115,0,0,70,12,34
7029,2015102021,25,112,0,0,72,12,28
7030,2015102022,25,106,4,0,75,5,27
7031,2015102023,24,111,0,0,76,11,23
7032,2015102100,23,118,0,0,74,15,25
7033,2015102101,23,117,0,0,78,18,23
7034,2015102102,24,109,0,0,76,15,27
7035,2015102103,24,106,0,0,77,8,22
7036,2015102104,24,119,0,0,78,11,25
7037,2015102105,24,105,0,0,79,8,23
7038,2015102106,24,104,0,0,77,4,25
7039,2015102107,25,103,0,0,75,7,23
7040,2015102108,25,119,0,0,75,11,23
7041,2015102109,25,117,0,0,74,14,32
7042,2015102110,26,107,0,0,69,11,29
7043,2015102111,26,102,0,0,68,12,34
7044,2015102112,26,106,0,0,67,11,31
7045,2015102113,26,109,0,0,68,12,30
7046,2015102114,26,100,0,0,68,11,31
7047,2015102115,26,89,0,0,69,15,32
7048,2015102116,26,95,0,0,71,16,34
7049,2015102117,25,104,0,0,70,13,40
7050,2015102118,25,111,0,0,72,11,37
7051,2015102119,25,103,0,0,68,9,37
7052,2015102120,25,108,0,0,69,10,36
7053,2015102121,24,127,0,0,76,11,25
7054,2015102122,24,128,0,0,73,10,31
7055,2015102123,25,136,0,0,72,10,21
7056,2015102200,25,120,0,0,74,11,35
7057,2015102201,25,112,0,0,73,6,33
7058,2015102202,25,123,0,0,75,10,30
7059,2015102203,24,118,3,0,79,7,28
7060,2015102204,24,110,0,0,77,13,21
7061,2015102205,25,108,0,0,72,11,29
7062,2015102206,25,107,0,0,72,16,24
7063,2015102207,26,106,0,0,72,13,23
7064,2015102208,26,111,0,0,71,17,32
7065,2015102209,26,106,0,0,69,15,38
7066,2015102210,26,95,0,0,69,20,47
7067,2015102211,26,88,0,0,70,23,47
7068,2015102212,26,58,0,0,71,24,51
7069,2015102213,25,63,0,0,73,30,54
7070,2015102214,25,64,5,0,74,23,52
7071,2015102215,25,59,0,0,76,25,51
7072,2015102216,25,72,0,0,77,23,54
7073,2015102217,24,69,0,0,77,29,55
7074,2015102218,24,52,0,0,76,29,55
7075,2015102219,24,92,0,0,77,28,54
7076,2015102220,24,88,0,0,78,30,52
7077,2015102221,25,252,0,0,78,31,46
7078,2015102222,24,17,0,0,80,25,31
7079,2015102223,24,54,0,0,79,17,23
7080,2015102300,24,113,0,0,77,15,30
7081,2015102301,24,50,2,0,78,24,43
7082,2015102302,24,110,0,0,80,27,49
7083,2015102303,25,66,0,0,79,27,48
7084,2015102304,25,122,0,0,78,23,45
7085,2015102305,25,313,0,0,81,23,41
7086,2015102306,25,104,0,0,81,21,35
7087,2015102307,24,224,0,0,84,20,34
7088,2015102308,24,227,0,2,89,18,33
7089,2015102309,24,261,0,0,90,14,39
7090,2015102310,25,256,1,0,89,0,0
7091,2015102311,25,115,0,0,87,6,34
7092,2015102312,26,67,0,0,78,0,0
7093,2015102313,27,128,0,0,73,0,0
7094,2015102314,27,232,0,0,73,0,0
7095,2015102315,26,162,0,0,79,0,0
7096,2015102316,25,168,0,0,83,0,0
7097,2015102317,25,185,0,0,87,0,0
7098,2015102318,24,246,1,0,90,0,0
7099,2015102319,24,226,0,0,91,0,0
7100,2015102320,24,218,0,0,86,0,0
7101,2015102321,25,121,0,0,86,0,0
7102,2015102322,24,214,0,0,88,0,0
7103,2015102323,24,284,0,0,91,0,0
7104,2015102400,24,245,0,0,92,0,0
7105,2015102401,24,347,0,0,92,0,0
7106,2015102402,24,234,1,0,92,0,0
7107,2015102403,24,171,0,0,92,0,0
7108,2015102404,24,158,0,0,92,0,0
7109,2015102405,24,164,0,0,92,0,0
7110,2015102406,24,194,0,0,91,0,0
7111,2015102407,24,112,0,0,90,0,0
7112,2015102408,24,128,1,0,85,0,0
7113,2015102409,25,122,0,0,84,0,0
7114,2015102410,25,39,0,0,83,0,0
7115,2015102411,26,122,0,0,80,0,0
7116,2015102412,25,263,0,0,86,0,0
7117,2015102413,25,160,0,0,88,0,0
7118,2015102414,25,65,0,0,83,0,0
7119,2015102415,25,101,2,0,81,0,0
7120,2015102416,25,67,0,0,79,0,0
7121,2015102417,25,103,0,0,78,0,0
7122,2015102418,25,63,0,0,78,0,0
7123,2015102419,25,108,0,0,77,0,0
7124,2015102420,25,167,0,0,76,0,0
7125,2015102421,25,129,0,0,75,0,0
7126,2015102422,25,119,0,0,75,0,0
7127,2015102423,25,107,0,0,75,0,0
7128,2015102500,25,118,0,0,75,0,0
7129,2015102501,25,112,0,0,75,0,0
7130,2015102502,25,117,0,0,74,0,0
7131,2015102503,25,124,0,0,76,0,0
7132,2015102504,24,112,0,0,78,0,0
7133,2015102505,25,106,0,0,75,0,0
7134,2015102506,25,110,0,0,74,0,0
7135,2015102507,25,88,0,0,73,0,0
7136,2015102508,25,92,0,0,71,0,0
7137,2015102509,26,93,0,0,67,0,0
7138,2015102510,27,95,0,0,64,0,0
7139,2015102511,26,108,4,0,65,0,0
7140,2015102512,26,105,0,0,66,0,0
7141,2015102513,26,106,0,0,66,0,0
7142,2015102514,26,111,0,0,66,0,0
7143,2015102515,25,101,0,0,68,0,0
7144,2015102516,25,107,0,0,70,0,0
7145,2015102517,25,111,0,0,70,0,0
7146,2015102518,24,117,0,0,71,0,0
7147,2015102519,24,99,0,0,71,0,0
7148,2015102520,24,111,0,0,70,0,0
7149,2015102521,24,110,3,0,71,0,0
7150,2015102522,24,104,0,0,71,0,0
7151,2015102523,24,106,0,0,71,0,0
7152,2015102600,24,102,0,0,72,0,0
7153,2015102601,24,109,0,0,73,0,0
7154,2015102602,24,111,0,0,72,0,0
7155,2015102603,24,109,3,0,72,0,0
7156,2015102604,24,113,0,0,71,0,0
7157,2015102605,24,108,0,0,70,0,0
7158,2015102606,24,96,0,0,70,0,0
7159,2015102607,25,105,0,0,70,0,0
7160,2015102608,26,102,0,0,67,0,0
7161,2015102609,26,102,0,0,65,0,0
7162,2015102610,27,117,0,0,63,0,0
7163,2015102611,28,130,0,0,62,0,0
7164,2015102612,28,135,0,0,60,0,0
7165,2015102613,28,138,0,0,60,0,0
7166,2015102614,28,137,0,0,60,0,0
7167,2015102615,28,136,0,0,60,0,0
7168,2015102616,27,127,0,0,61,0,0
7169,2015102617,26,110,0,0,65,0,0
7170,2015102618,26,118,0,0,68,0,0
7171,2015102619,26,140,0,0,69,0,0
7172,2015102620,25,117,0,0,72,0,0
7173,2015102621,25,108,0,0,72,0,0
7174,2015102622,24,128,0,0,75,0,0
7175,2015102623,24,112,0,0,77,0,0
7176,2015102700,24,118,0,0,77,0,0
7177,2015102701,24,77,0,0,77,0,0
7178,2015102702,24,221,0,0,77,0,0
7179,2015102703,24,141,1,0,76,0,0
7180,2015102704,24,329,0,0,76,0,0
7181,2015102705,24,128,0,0,75,0,0
7182,2015102706,24,200,0,0,76,0,0
7183,2015102707,25,222,0,0,74,0,0
7184,2015102708,26,292,0,0,75,0,0
7185,2015102709,27,318,0,0,71,0,0
7186,2015102710,29,304,0,0,66,23,35
7187,2015102711,30,300,0,0,61,33,47
7188,2015102712,30,308,0,0,60,39,66
7189,2015102713,29,301,0,0,68,41,73
7190,2015102714,28,313,4,0,69,40,77
7191,2015102715,28,294,0,0,69,42,67
7192,2015102716,27,209,0,0,71,42,70
7193,2015102717,26,220,0,0,76,42,64
7194,2015102718,26,298,0,0,77,38,72
7195,2015102719,25,0,0,0,75,36,64
7196,2015102720,25,125,0,0,68,33,57
7197,2015102721,25,123,0,0,71,30,50
7198,2015102722,25,118,3,0,76,28,44
7199,2015102723,25,102,0,0,75,32,41
7200,2015102800,25,123,0,0,77,0,36
7201,2015102801,25,119,0,0,78,29,37
7202,2015102802,24,118,0,0,78,20,38
7203,2015102803,24,111,0,0,78,18,38
7204,2015102804,24,117,0,0,78,17,31
7205,2015102805,24,105,0,0,77,25,27
7206,2015102806,24,101,0,0,76,21,26
7207,2015102807,24,103,0,0,76,23,35
7208,2015102808,25,110,0,0,75,21,44
7209,2015102809,25,106,0,0,73,27,45
7210,2015102810,26,94,0,0,72,23,47
7211,2015102811,26,111,0,0,72,26,50
7212,2015102812,26,89,0,0,70,22,49
7213,2015102813,26,84,3,0,71,31,52
7214,2015102814,27,106,0,0,70,23,44
7215,2015102815,26,103,0,0,72,29,52
7216,2015102816,26,107,0,0,74,30,49
7217,2015102817,25,118,0,0,75,30,49
7218,2015102818,25,109,0,0,75,28,40
7219,2015102819,25,111,0,0,74,20,40
7220,2015102820,25,109,0,0,75,22,38
7221,2015102821,26,106,0,0,75,20,37
7222,2015102822,26,106,0,0,74,19,30
7223,2015102823,26,105,0,0,74,14,35
7224,2015102900,26,115,0,0,74,12,34
7225,2015102901,26,116,0,0,74,12,34
7226,2015102902,25,111,0,0,74,12,26
7227,2015102903,26,123,0,0,73,13,28
7228,2015102904,25,168,0,0,74,16,30
7229,2015102905,25,178,0,0,76,17,27
7230,2015102906,25,142,0,0,79,17,28
7231,2015102907,25,186,0,0,77,20,27
7232,2015102908,26,195,0,0,72,20,32
7233,2015102909,27,183,0,0,67,21,31
7234,2015102910,29,264,0,0,64,24,48
7235,2015102911,30,252,1,0,60,38,71
7236,2015102912,31,308,0,0,60,53,91
7237,2015102913,29,305,0,0,68,65,103
7238,2015102914,29,294,0,0,70,0,0
7239,2015102915,28,306,3,0,71,82,102
7240,2015102916,27,307,0,0,73,79,113
7241,2015102917,27,309,0,0,74,82,98
7242,2015102918,27,315,0,0,75,64,100
7243,2015102919,26,312,0,0,76,59,82
7244,2015102920,26,316,0,0,78,49,91
7245,2015102921,25,304,1,0,79,47,92
7246,2015102922,25,294,0,0,81,59,109
7247,2015102923,25,234,0,0,82,63,102
7248,2015103000,24,114,0,0,82,62,99
7249,2015103001,24,123,0,0,82,53,80
7250,2015103002,24,241,0,0,82,42,66
7251,2015103003,24,36,0,0,85,38,45
7252,2015103004,23,108,1,0,84,31,44
7253,2015103005,23,180,0,0,83,31,40
7254,2015103006,23,125,0,0,83,29,41
7255,2015103007,24,88,0,0,79,28,40
7256,2015103008,26,246,0,0,75,32,47
7257,2015103009,27,273,0,0,73,36,54
7258,2015103010,28,271,0,0,70,42,65
7259,2015103011,28,302,0,0,67,38,63
7260,2015103012,29,115,0,0,64,36,67
7261,2015103013,27,228,0,0,69,31,54
7262,2015103014,27,168,0,0,70,28,48
7263,2015103015,26,26,0,0,70,21,50
7264,2015103016,26,77,0,0,70,13,36
7265,2015103017,26,121,0,0,72,10,28
7266,2015103018,26,101,2,0,71,6,8
7267,2015103019,25,69,0,0,71,2,12
7268,2015103020,25,78,0,0,72,0,8
7269,2015103021,24,216,0,0,72,1,10
7270,2015103022,24,128,0,0,72,4,3
7271,2015103023,24,99,0,0,74,7,10
7272,2015103100,24,138,0,0,75,7,13
7273,2015103101,24,138,0,0,73,3,16
7274,2015103102,23,132,2,0,75,1,19
7275,2015103103,23,113,0,0,75,0,19
7276,2015103104,24,111,0,0,74,7,18
7277,2015103105,23,129,2,0,74,7,12
7278,2015103106,23,129,0,0,74,12,8
7279,2015103107,24,121,0,0,74,7,12
7280,2015103108,24,168,0,0,72,14,14
7281,2015103109,24,101,0,0,72,9,20
7282,2015103110,24,88,0,0,73,16,20
7283,2015103111,23,109,0,0,71,19,38
7284,2015103112,24,108,0,0,70,20,35
7285,2015103113,24,93,0,0,68,11,27
7286,2015103114,23,99,0,0,68,5,10
7287,2015103115,23,117,3,0,69,3,17
7288,2015103116,22,106,0,0,70,5,23
7289,2015103117,22,101,0,0,70,7,25
7290,2015103118,22,114,0,0,71,11,26
7291,2015103119,22,121,0,0,72,9,29
7292,2015103120,23,121,0,0,71,8,31
7293,2015103121,23,116,0,0,72,10,29
7294,2015103122,23,113,3,0,74,15,31
7295,2015103123,23,114,0,0,73,12,26
7296,2015110100,23,118,0,0,73,10,28
7297,2015110101,23,114,0,0,73,4,29
7298,2015110102,23,113,0,0,71,7,34
7299,2015110103,22,105,0,0,72,2,31
7300,2015110104,22,110,0,0,72,8,21
7301,2015110105,23,114,0,0,72,9,27
7302,2015110106,23,120,0,0,72,11,27
7303,2015110107,23,111,0,0,71,11,33
7304,2015110108,24,111,0,0,71,6,26
7305,2015110109,24,118,0,0,71,11,31
7306,2015110110,24,102,0,0,70,7,40
7307,2015110111,24,92,0,0,66,8,31
7308,2015110112,24,105,0,0,68,9,28
7309,2015110113,24,115,0,0,68,7,16
7310,2015110114,23,129,0,0,74,7,22
7311,2015110115,23,105,0,0,72,2,20
7312,2015110116,23,119,0,0,73,8,25
7313,2015110117,23,121,2,0,76,11,21
7314,2015110118,23,90,0,0,76,11,22
7315,2015110119,22,118,0,0,76,6,13
7316,2015110120,23,133,0,0,76,0,10
7317,2015110121,23,121,0,0,76,5,12
7318,2015110122,22,114,0,0,77,7,18
7319,2015110123,23,110,0,0,76,14,22
7320,2015110200,23,116,0,0,75,9,20
7321,2015110201,23,119,0,0,74,11,22
7322,2015110202,23,76,0,0,74,8,21
7323,2015110203,23,112,0,0,75,12,21
7324,2015110204,23,91,0,0,72,9,12
7325,2015110205,23,95,0,0,72,12,15
7326,2015110206,22,113,0,0,71,8,6
7327,2015110207,22,117,1,0,70,5,6
7328,2015110208,22,73,0,0,70,2,9
7329,2015110209,22,87,0,0,69,3,14
7330,2015110210,22,94,0,0,68,5,21
7331,2015110211,21,108,0,0,69,10,19
7332,2015110212,21,94,0,0,70,14,24
7333,2015110213,21,42,0,0,70,17,31
7334,2015110214,21,100,0,0,71,27,32
7335,2015110215,21,99,0,0,72,21,36
7336,2015110216,21,121,0,0,74,25,29
7337,2015110217,21,106,0,0,75,17,32
7338,2015110218,22,115,0,0,74,27,36
7339,2015110219,21,123,0,0,75,26,42
7340,2015110220,21,135,0,0,76,30,36
7341,2015110221,21,126,2,0,76,25,40
7342,2015110222,22,119,0,0,75,26,41
7343,2015110223,22,101,0,0,74,18,48
7344,2015110300,22,129,0,0,74,26,39
7345,2015110301,22,114,0,0,74,20,38
7346,2015110302,22,94,2,0,74,20,30
7347,2015110303,22,113,2,0,73,13,31
7348,2015110304,22,133,0,0,73,16,29
7349,2015110305,22,121,0,0,75,15,26
7350,2015110306,22,105,0,0,73,13,30
7351,2015110307,23,149,0,0,71,17,31
7352,2015110308,23,111,0,0,71,16,33
7353,2015110309,24,108,0,0,71,14,23
7354,2015110310,24,104,0,0,71,0,0
7355,2015110311,24,110,0,0,72,6,19
7356,2015110312,24,102,0,0,76,11,21
7357,2015110313,24,109,0,0,76,4,22
7358,2015110314,24,108,3,0,76,0,0
7359,2015110315,24,112,0,0,75,5,14
7360,2015110316,24,111,0,0,75,1,14
7361,2015110317,24,102,0,0,75,10,28
7362,2015110318,24,106,0,0,76,12,38
7363,2015110319,24,112,0,0,78,13,44
7364,2015110320,24,110,0,0,81,11,29
7365,2015110321,23,107,0,1,82,11,22
7366,2015110322,24,109,0,0,80,10,12
7367,2015110323,24,113,0,0,78,5,10
7368,2015110400,24,111,0,0,78,6,18
7369,2015110401,25,114,0,0,77,11,21
7370,2015110402,25,111,0,0,78,13,23
7371,2015110403,24,132,0,0,78,10,14
7372,2015110404,24,104,0,0,81,5,10
7373,2015110405,24,106,0,0,77,6,9
7374,2015110406,25,118,0,0,79,8,21
7375,2015110407,25,113,0,0,81,10,22
7376,2015110408,25,112,5,0,82,9,18
7377,2015110409,26,100,0,0,80,6,4
7378,2015110410,26,112,0,0,72,7,5
7379,2015110411,28,112,0,0,66,3,14
7380,2015110412,27,122,0,0,68,9,16
7381,2015110413,27,112,0,0,69,8,18
7382,2015110414,27,89,3,0,68,8,11
7383,2015110415,27,116,0,0,68,5,15
7384,2015110416,27,106,0,0,69,0,15
7385,2015110417,26,106,0,0,70,7,16
7386,2015110418,26,106,0,0,70,3,15
7387,2015110419,26,101,3,0,70,10,14
7388,2015110420,27,96,0,0,70,4,12
7389,2015110421,26,93,0,0,70,8,10
7390,2015110422,26,84,0,0,70,5,8
7391,2015110423,26,74,0,0,71,9,6
7392,2015110500,26,93,0,0,69,5,7
7393,2015110501,26,76,0,0,67,6,6
7394,2015110502,27,78,1,0,66,0,10
7395,2015110503,25,138,0,0,73,3,9
7396,2015110504,24,198,0,0,78,3,14
7397,2015110505,24,280,0,0,81,10,11
7398,2015110506,23,307,1,0,83,7,15
7399,2015110507,25,128,0,0,79,3,15
7400,2015110508,27,232,1,0,71,4,37
7401,2015110509,29,136,0,0,65,9,40
7402,2015110510,30,208,0,0,60,13,42
7403,2015110511,30,282,0,0,61,11,30
7404,2015110512,0,0,0,0,0,17,34
7405,2015110513,31,93,0,0,58,18,38
7406,2015110514,31,35,0,0,60,17,33
7407,2015110515,30,108,0,0,64,11,26
7408,2015110516,28,111,4,0,69,13,18
7409,2015110517,27,109,0,0,74,20,25
7410,2015110518,27,107,0,0,75,17,23
7411,2015110519,27,102,0,0,76,12,27
7412,2015110520,27,108,0,0,75,7,23
7413,2015110521,27,106,0,0,76,9,23
7414,2015110522,27,109,0,0,75,9,14
7415,2015110523,27,103,0,0,75,4,14
7416,2015110600,27,107,0,0,75,2,16
7417,2015110601,26,105,0,0,75,0,20
7418,2015110602,27,101,0,0,73,5,18
7419,2015110603,27,102,0,0,73,5,17
7420,2015110604,27,108,0,0,72,7,19
7421,2015110605,27,103,0,0,73,6,12
7422,2015110606,27,95,0,0,74,3,6
7423,2015110607,27,103,0,0,71,6,3
7424,2015110608,28,111,0,0,70,3,6
7425,2015110609,28,111,0,0,68,5,16
7426,2015110610,29,121,0,0,64,8,15
7427,2015110611,30,117,0,0,61,9,17
7428,2015110612,31,122,0,0,57,9,19
7429,2015110613,31,110,0,0,56,1,20
7430,2015110614,31,125,0,0,57,2,21
7431,2015110615,30,100,0,0,61,7,21
7432,2015110616,29,114,0,0,65,9,20
7433,2015110617,29,115,2,0,66,5,22
7434,2015110618,28,108,0,0,67,3,14
7435,2015110619,28,101,0,0,70,7,20
7436,2015110620,28,107,0,0,71,6,12
7437,2015110621,28,106,0,0,70,10,16
7438,2015110622,28,97,2,0,70,6,9
7439,2015110623,27,104,0,0,70,11,9
7440,2015110700,27,108,1,0,70,8,4
7441,2015110701,27,250,0,0,74,16,18
7442,2015110702,26,151,0,0,75,21,26
7443,2015110703,26,136,0,0,78,33,47
7444,2015110704,25,19,0,0,80,38,55
7445,2015110705,25,123,0,0,84,47,73
7446,2015110706,25,209,0,0,82,48,78
7447,2015110707,25,72,0,0,81,47,68
7448,2015110708,27,292,0,0,75,50,79
7449,2015110709,28,145,0,0,73,56,90
7450,2015110710,29,290,0,0,68,73,112
7451,2015110711,30,300,0,0,65,74,102
7452,2015110712,30,306,0,0,69,68,96
7453,2015110713,29,302,0,0,69,64,82
7454,2015110714,29,300,3,0,71,58,79
7455,2015110715,28,297,0,0,75,56,73
7456,2015110716,27,275,0,0,78,54,77
7457,2015110717,26,197,0,0,82,56,83
7458,2015110718,26,128,0,0,81,61,90
7459,2015110719,26,127,0,0,81,61,84
